买家用户名,客户标签,运营建议,净消费额(Net LTV),总流水(Gross),订单数(1Y),退货率(1Y),最近购买(天前),客单价(Net AOV)
joda4406,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,298,85.49
samueltorres12,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,192,85.49
305fabrice19,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,206,85.49
guest1842,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,187,85.49
mariefasdfji7h,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,193,85.49
ga-860534,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,218,85.49
usrodo_jigvbbbj3,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,198,85.49
raymunddado2010,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.49,85.49,1,0.0%,202,85.49
wilfle-2769,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$85.47。,85.47,85.47,2,33.3%,130,42.73
michsant_goiewbksa,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,85.46,85.46,3,0.0%,148,28.49
angel91678,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.45,85.45,1,0.0%,185,85.45
mariog7619,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.45,85.45,1,0.0%,206,85.45
7713946,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$85.07。,85.07,85.07,3,50.0%,344,28.36
ailtonslb20,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,311,85.02
cristiamurill-8,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,306,85.02
robipau_35,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,303,85.02
keithself682012,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,312,85.02
eddomingo-_0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,312,85.02
lyru8656,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,300,85.02
oscaraenam_0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,310,85.02
sh_381736,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,300,85.02
jearz9847,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.02,85.02,1,0.0%,311,85.02
hosers_hi1,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.01,85.01,2,0.0%,299,42.51
dansrex,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.0,85.0,1,0.0%,185,85.0
virtuous-woman*,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,85.0,85.0,1,0.0%,21,85.0
soule_66,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.0,85.0,1,0.0%,246,85.0
marsara_7174,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,85.0,85.0,1,0.0%,262,85.0
gu_33368,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,361,84.99
bete_7818,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,365,84.99
vau_16577,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,354,84.99
yjwv271,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,304,84.99
terry-terrym,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,302,84.99
jomaza45,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,361,84.99
arnvale30,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,355,84.99
fispett-0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,305,84.99
chrc-4413,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,359,84.99
valvarez03,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,303,84.99
trustn25,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,362,84.99
dburkett8961-2013,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,364,84.99
scbe6413,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.99,84.99,1,0.0%,355,84.99
thehu103,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.96,84.96,1,0.0%,364,84.96
alf2376,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.95,84.95,3,0.0%,194,28.32
ramboxfactor,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$84.89。,84.89,84.89,2,33.3%,167,42.45
yashma00,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$84.80。,84.8,84.8,2,50.0%,243,42.4
yojan47,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$84.64。,84.64,84.64,2,33.3%,325,42.32
andne8939,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.57,84.57,1,0.0%,363,84.57
dannyluque2716,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,84.57,84.57,3,0.0%,6,28.19
sha_410345,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.57,84.57,1,0.0%,365,84.57
noabr2976,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.57,84.57,1,0.0%,362,84.57
bour855,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.57,84.57,2,0.0%,284,42.28
hernandezzz31,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,205,84.54
rrw44,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,195,84.54
frit1_81,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,184,84.54
generalfamilytree,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,212,84.54
gil9780,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,214,84.54
magi11a,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,184,84.54
kiloflips,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.54,84.54,1,0.0%,181,84.54
theprizedpiggy,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.52,84.52,1,0.0%,300,84.52
sokalled,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.49,84.49,1,0.0%,232,84.49
yanche98,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.49,84.49,2,0.0%,243,42.24
914hak18,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.49,84.49,1,0.0%,225,84.49
rodbat-5373,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.49,84.49,1,0.0%,236,84.49
karincant-85,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.49,84.49,1,0.0%,236,84.49
erpar_7079,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,84.48,84.48,2,0.0%,61,42.24
biggie966_0,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,84.47,84.47,3,0.0%,76,28.16
agun3235,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.47,84.47,1,0.0%,198,84.47
autop1026,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,84.15,84.15,1,0.0%,22,84.15
bejinx,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$84.00。,84.0,84.0,2,33.3%,341,42.0
pok8rok8,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.0,84.0,1,0.0%,249,84.0
futrellautowerks,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.0,84.0,1,0.0%,246,84.0
me_pr2014,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,84.0,84.0,1,0.0%,285,84.0
brent7263,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,84.0,84.0,3,0.0%,65,28.0
yo_5175246,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$83.98。,83.98,83.98,2,50.0%,339,41.99
rob1674299,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$83.97。,83.97,83.97,2,33.3%,194,41.98
djsouza55,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$83.97。,83.97,83.97,2,33.3%,49,41.98
mitomugu,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$83.97。,83.97,83.97,2,33.3%,125,41.98
jac-cotto,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.96,83.96,1,0.0%,257,83.96
rickd425,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,83.96,83.96,4,0.0%,83,20.99
cuongdang78,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$83.96。,83.96,83.96,2,50.0%,117,41.98
defiancerc,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$83.96。,83.96,83.96,2,50.0%,113,41.98
juanfxxk,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率50%，实际净值仅$83.96。,83.96,83.96,2,50.0%,264,41.98
czar8521,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.95,83.95,1,0.0%,181,83.95
macspeed702,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,83.94,83.94,2,0.0%,79,41.97
ramonalcides2007,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.94,83.94,3,0.0%,199,27.98
toyotatech2012,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.9,83.9,2,0.0%,251,41.95
fkbxs-22,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,83.81,83.81,1,0.0%,28,83.81
ricardpined_51,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,333,83.69
rwperando301,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,339,83.69
ph_70199,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,336,83.69
rob335i,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,333,83.69
snowwakerider23,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,335,83.69
carlos_458,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,339,83.69
fivestardr_90,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,317,83.69
faisal.alzadjali,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,351,83.69
jazzsyed,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,344,83.69
eduga4883,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,330,83.69
goodyp808,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,335,83.69
alesor_9,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,327,83.69
angel_wiretracking,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,346,83.69
kasa8114,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,332,83.69
bigblo-9190,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.69,83.69,1,0.0%,318,83.69
schjavi2014,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.68,83.68,1,0.0%,338,83.68
sv0557,[LOYAL] 忠诚客户,复购良好: 年内2次以上购买，适合新品推荐。,83.67,83.67,2,0.0%,74,41.84
nicholachristi0,[SERIAL-RETURN] 惯性退货,利润杀手: 退货率33%，实际净值仅$83.67。,83.67,83.67,2,33.3%,358,41.84
fracast-1974,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.66,83.66,2,0.0%,274,41.83
bfo718,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.56,83.56,2,0.0%,247,41.78
flipbound18,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,227,83.49
autoservic-759,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,243,83.49
yz250ftw,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,232,83.49
valecherv-0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,249,83.49
alleowe-8etl0j30,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,275,83.49
kaliyan810,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.49,83.49,1,0.0%,278,83.49
nicholasrj95,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.47,83.47,3,0.0%,246,27.82
salmons-8,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,83.25,83.25,1,0.0%,2,83.25
j.thjoh.1xk09chbgt,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,341,83.23
dtulier,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,328,83.23
darcapellan_0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,332,83.23
sawcattt,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,343,83.23
sujoh-4850,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,335,83.23
4crrt,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,348,83.23
menso-429,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,320,83.23
marscamp0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,352,83.23
boiwonder1238,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,338,83.23
ramcol2,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,322,83.23
1611kjvwhitehorserider,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,353,83.23
jiroig,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,332,83.23
dennisruff19,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,327,83.23
humbrodr-59,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,353,83.23
tretrevophill,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,329,83.23
tricbern,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,330,83.23
jorlu7658,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,329,83.23
joru8776,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,312,83.23
peacelovepower,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,351,83.23
fidepaga,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,311,83.23
rafturb_0,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,336,83.23
captainbeam572,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,350,83.23
cue_31163,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,335,83.23
rburgess16,[DORMANT] 沉睡大客户,流失预警: 优质客户超半年未回购，建议邮件召回。,83.23,83.23,1,0.0%,323,83.23
edgafelixcarball_0,[NEW] 新客户,首单客户: 关注购后体验，争取二次转化。,83.0,83.0,1,0.0%,17,83.0
